"x"	"y"	"data"
21.3509011124843	60.3088921625167	16.5000000000006
16.4588293874986	61.10987545643	16.8999999999997
15.8814178876346	62.7159408228472	34.1999999999999
12.130931291671	59.6586318267509	21.5999999999994
11.5775193527807	58.9431451214477	21.5000000000003
12.1078589480021	57.1222374048084	37.9999999999995
9.47733025503112	55.2474254686385	26.3999999999996
15.6286628870293	52.4198314649984	29.9999999999997
111.139615859662	10.6107028890401	10.0999999999999
112.197286894021	12.0609635496512	14.4999999999996
115.510272242711	15.8674498656765	9.30000000000035
104.060403218784	56.8428306616843	13.2999999999996
54.5162205699598	80.3296712255105	17.6000000000002
46.3971668959712	75.8402506122366	28.6000000000001
28.2812966902275	65.7748167077079	33.2999999999998
28.9293226203881	61.2254026364535	7.99999999999983
19.8707081949105	63.5184897892177	24.4
8.97604618355399	53.7862768517807	22.8999999999999
1.97331980231684	40.4636972127482	31.3999999999993
106.576360320789	7.66020515374839	22.8999999999999
107.394137331983	10.6099293371662	30.2000000000007
112.897195906786	13.516356064938	18.2000000000002
114.075385944161	15.6009141076356	17.9000000000002
106.914270960784	57.0091433525085	20.1999999999998
94.6913647088222	60.7618507426232	15.3000000000006
42.9690184241626	75.0161183075979	33.1999999999994
29.4337206635973	66.2579812612385	26.8000000000001
11.1118250173749	56.4509182488546	28.4999999999997
4.88394450617488	54.5153371114284	11.7000000000004
9.55364538886352	51.8039642740041	18.3999999999997
17.5770099421497	48.0877879802138	31.7999999999998
22.3641429463169	42.6726663196459	10.5000000000004
8.51338527904591	36.2315133139491	29.2000000000002
107.697428521118	11.7635217495263	32.9999999999998
116.205424302374	17.7585801137611	12.9999999999995
116.547128401231	28.4710319479927	12.9000000000005
54.5484150751145	81.277471053414	19.7999999999993
42.2035674324725	74.578207610175	20.1999999999998
7.00919222569792	57.2615020973608	19.5999999999998
102.574641814572	2.7771945046261	4.00000000000063
59.1655453083222	80.369777046144	12.3999999999995
31.9584631174221	67.9558009048924	35.2999999999994
22.0814180646557	64.3260013200343	35.2999999999994
19.0219200794818	62.5071299448609	24.5000000000005
12.8676710743457	60.8078291527927	18.8000000000002
5.48496782849543	51.4554920233786	11.4000000000004
13.1772631770582	51.792823121883	28.7999999999997
19.730017617112	45.4712639590725	33.7000000000003
20.0851272174041	42.7702383818105	27.2999999999996
40.0190834064269	71.8027158444747	18.9999999999998
35.3329346483806	69.2476839823648	39.6000000000001
33.7219616072252	69.136423653923	38.2999999999996
9.8986389474012	57.6329662846401	20.3000000000003
10.9856185016688	55.5444432543591	26.8000000000001
20.4117884979933	39.9445544984192	11.9
1.89754815323977	41.5018757414073	31.6000000000003
1.39043390360894	48.7276802742854	20.3000000000003
115.098590177251	16.0178422760218	12.9999999999995
112.887206463784	46.1712455181405	23.1999999999999
7.02264504681807	55.3298240648583	19.5999999999998
21.834143460379	37.0139546683058	14.3000000000001
10.1888124220422	35.0339349703863	13.2999999999996
114.440580557741	33.7812336571515	17.9000000000002
106.144504735596	53.2820074604824	6.00000000000023
51.5768251875998	78.6585339521989	18.0000000000007
19.1208368216758	63.0817084666342	25
4.6622800437035	52.4889497188851	11.4000000000004
12.6033363008755	47.0960342250764	10.8000000000004
19.289554846473	41.3045734800398	10.9999999999999
1.22405667434214	58.9989265287295	19.2999999999998
99.555600959633	0	7.99999999999983
116.530111477943	20.7385435765609	14.4999999999996
97.8552149705356	60.5922172516584	17.1000000000006
37.7326418145094	70.6054945420474	35.2999999999994
26.583946011262	62.3730038572103	5.70000000000022
20.4005311962101	61.0122903585434	16.2999999999997
14.3326315213926	62.1381884608418	34.0999999999994
13.9038724207203	50.4944995846599	22.7999999999994
18.7626092204009	35.1556989243254	10.8999999999995
1.72060196317034	52.8574915351346	18.8000000000002
0.181538965029176	57.6424495382234	14.3000000000001
104.042976533354	8.81407541781664	7.50000000000028
68.9592740417575	79.1757039763033	20.3000000000003
5.68408683303278	57.6994754970074	12.0000000000005
3.69331190618686	54.6495720241219	11.3
70	-70	4.5
70	-50	-0.5
70	-30	2.1
70	-10	1.9
70	10	7.6
70	30	2.4
50	-10	1
50	10	8.9
50	30	7.7
90	-10	2.7
90	10	4.5
90	30	-0.4
40	10	4.8
40	30	1.3
