"x"	"y"	"data"
98.5775387687609	0.890612346120179	17.6000000000002
113.597374448902	19.5085929604247	27.1000000000001
110.535107892356	39.6851815106347	16.4000000000001
105.279649400327	28.356830525212	-9.49999999999989
95.2020358652226	8.43199021369219	6.1000000000007
102.967883531761	53.0629008030519	-0.499999999999545
98.2732564241742	67.1667123921216	13.2000000000005
93.3959648041055	60.1950208861381	-0.199999999999534
74.3379186740494	43.2414805265144	-2.7000000000001
88.1752651965362	74.3431125450879	-0.799999999999557
78.0795797511819	78.1283259326592	26.5000000000001
75.7821787813446	69.3364143213257	-0.900000000000034
69.5772538424935	59.1859930735081	-4.30000000000064
63.6373577948543	48.7938019214198	1.30000000000052
59.938365015958	57.2470543980598	-5.70000000000022
68.1343879275955	79.4319614619017	11.1000000000004
52.950844812498	52.4469667524099	1.80000000000007
45.9180984417908	58.2391104381531	1.80000000000007
40.6982491412782	69.3029776774347	3.19999999999965
22.9322702314821	59.4206778248772	4.6999999999997
29.4450283835176	53.1550140725449	-1.60000000000053
14.386566327652	62.3415896324441	4.39999999999969
14.862823647738	54.3956872941926	36.7000000000004
20.908363909577	44.4723175065592	14.1000000000005
26.7662628649268	35.2709219148383	-2.29999999999961
10.6420068716398	37.0362835386768	-2.50000000000057
3.46248303103494	46.9818173311651	-0.900000000000034
0	58.0022127991542	10.3999999999999
10.5684083660599	60.339991575107	10.9999999999999
20.9636756880791	64.7333058491349	12.3000000000005
36.8749817450298	69.573080281727	30.2999999999997
37.4297801274806	57.6483065839857	-0.199999999999534
14.5055178643088	41.9416254032403	8.70000000000033
102.009077292634	3.67793962452561	19.4999999999993
102.178505173011	4.62747171707451	24.8000000000005
103.997859855008	9.05394305847585	6.00000000000023
109.370783910214	8.44289142731577	15.6999999999996
110.135794200294	9.51377669442445	19.2999999999998
116.11444036779	28.8261967916042	12.9000000000005
115.753513536416	30.3589928708971	17.7999999999997
114.231878903636	30.9172544982284	31.1999999999998
114.314475452935	33.3054569205269	22.7000000000004
113.529177747667	34.6430444931611	29.3999999999997
114.1568938868	35.631574941799	22.7999999999994
110.042099416198	51.9334409236908	25.4000000000005
55.4294983983855	81.8893649801612	20.0000000000003
53.2489498347859	80.6817193524912	19.1000000000003
28.5380191783188	64.8471904015169	24.1
24.3224456949392	64.9738324396312	35.0999999999999
